date,SPY Open,SPY Close,SPY Volume,Bollinger middle,Bollinger Long,Bollinger STD,Bollinger Upper,Bollinger Lower,Signal
2000-07-20,149.0,150.625,4538900.0,146.73435500000005,148.54729999999995,2.191716143822134,150.02192921573325,143.44678078426685,-1
2000-08-16,149.3125,148.625,5191600.0,150.49451000000008,147.92810285714276,1.1669737582242274,152.24497063733642,148.74404936266373,1
2000-10-05,143.4062,144.1875,4566900.0,138.74607500000008,138.73212571428562,2.9274388669471616,143.13723330042083,134.35491669957932,-1
2000-10-18,132.625,134.25,10897300.0,139.83747500000007,137.7602428571428,2.802387998743832,144.0410569981158,135.63389300188433,1
2000-12-13,139.25,136.1406,6070500.0,131.5012350000001,133.15543714285698,2.5587712116973114,135.33939181754607,127.66307818245413,-1
2001-01-12,132.7,132.0,7244000.0,135.06078000000016,131.95473142857125,1.7680670264291807,137.71288053964395,132.40867946035638,1
2001-03-13,119.4,120.0,12888000.0,114.99000000000008,118.04857142857122,2.5673865474509348,118.84107982117648,111.13892017882368,-1
2001-04-26,123.7,123.7,10590700.0,127.09500000000006,126.92857142857125,2.2298158998449833,130.43972384976752,123.75027615023258,1
2001-07-03,124.0,124.1,3303100.0,120.5500000000001,120.03799999999984,1.578306887587422,122.91746033138124,118.18253966861896,-1
2001-07-11,118.1,118.4,15374000.0,120.79000000000012,119.59799999999986,1.3162546545469942,122.7643819818206,118.81561801817963,1
2001-09-10,107.7,110.1,23409000.0,104.48700000000012,106.19828571428557,3.5260057915321905,109.77600868729841,99.19799131270183,-1
2001-11-12,111.0,112.0,26096600.0,114.94500000000014,114.83999999999986,1.3184819819263789,116.9227229728897,112.96727702711057,1
2001-12-06,117.9,117.3,17972900.0,115.16000000000011,114.82428571428562,1.3624281728364245,117.20364225925475,113.11635774074547,-1
2001-12-14,112.3,113.1,16723100.0,115.4200000000001,114.2042857142856,1.0812273726657968,117.0418410589988,113.7981589410014,1
2002-01-31,112.2,113.2,19847000.0,110.62300000000005,113.01028571428559,1.500263485569982,112.87339522835502,108.37260477164507,-1
2002-03-01,111.7,113.7,26186600.0,115.74500000000008,114.41428571428561,1.2006467554621512,117.54597013319331,113.94402986680684,1
2002-04-19,113.2,112.9,10602500.0,108.62600000000012,108.0148571428571,1.9761855868065732,111.59027838020998,105.66172161979026,-1
2002-05-07,106.1,105.1,21591600.0,108.07600000000006,105.56171428571422,1.9539821687023913,111.00697325305364,105.14502674694648,1
2002-07-09,97.73,95.6,28458900.0,88.31350000000006,90.10885714285703,4.153359166773818,94.54353875016079,82.08346124983933,-1
2002-08-07,87.88,88.1,42724600.0,92.44750000000008,90.41085714285703,2.5437412872869807,96.26311193093055,88.6318880690696,1
2002-09-17,90.89,87.83,46930900.0,83.17100000000008,85.75885714285707,2.5446846562589354,86.98802698438848,79.35397301561167,-1
2002-11-13,88.32,89.05,63618400.0,91.96150000000009,91.01999999999997,1.6029061599794885,94.36585923996932,89.55714076003085,1
2003-02-03,86.14,86.23,39645400.0,84.27650000000008,84.43514285714282,1.0415690339252246,85.83885355088792,82.71414644911225,-1
2003-03-14,84.2,84.13,63768600.0,87.23650000000009,88.67942857142855,1.2385232079555744,89.09428481193345,85.37871518806674,1
2003-03-21,88.8,89.67,71266000.0,87.70550000000009,89.59942857142852,1.2431897639847513,89.57028464597721,85.84071535402296,-1
2003-05-30,95.901,96.95,52541600.0,99.2855000000001,99.40514285714282,1.402094204290667,101.3886413064361,97.1823586935641,1
2003-06-18,101.29,101.57,35552200.0,99.4880000000001,99.18314285714284,1.2172773760886186,101.31391606413302,97.66208393586717,-1
2003-06-30,98.22,97.63,33865300.0,99.55400000000009,99.21085714285712,0.9734226105645419,101.0141339158469,98.09386608415328,1
2003-07-15,101.38,100.51,63632700.0,98.85050000000014,99.48685714285713,1.0131424536507083,100.3702136804762,97.33078631952408,-1
2004-02-05,113.17,113.18,35998100.0,115.14400000000005,113.85199999999993,0.7448941993614264,116.26134129904219,114.02665870095791,1
2004-03-08,116.34,114.96,39289700.0,112.18350000000007,112.92228571428565,1.6564714399584863,114.6682071599378,109.69879284006234,-1
2004-03-26,110.955,111.03,37413700.0,113.62600000000009,112.69857142857137,1.0856111544966942,115.25441673174514,111.99758326825504,1
2004-04-28,113.89,112.82,50181500.0,110.65000000000005,111.84714285714277,1.2653686793005055,112.54805301895081,108.75194698104929,-1
2004-06-03,112.81,112.09,38729500.0,113.81300000000006,112.66771428571421,0.6998654004647992,114.86279810069726,112.76320189930286,1
2004-07-20,110.53,111.64,47297900.0,109.1415000000001,109.9051428571428,1.4600911110091987,111.33163666651389,106.9513633334863,-1
2004-08-30,111.23,110.53,26729800.0,112.24800000000008,112.35514285714281,0.9550508390040672,113.68057625850618,110.81542374149397,1
2004-10-06,113.77,114.62,42298300.0,112.07250000000003,114.43885714285707,1.3499936646354782,114.09749049695326,110.04750950304681,-1
2004-12-07,119.49,118.1,52105700.0,120.16100000000003,119.21485714285713,0.9354756740115492,121.56421351101736,118.7577864889827,1
2005-01-03,121.56,120.3,56002000.0,118.07250000000006,118.89457142857138,0.9339157799471398,119.47337366992078,116.67162633007935,-1
2005-02-03,119.06,119.11,49150700.0,120.35250000000003,120.14114285714282,0.797561249807068,121.54884187471063,119.15615812528944,1
2005-04-12,117.89,118.7,86570800.0,116.06000000000009,117.05028571428564,1.329471600548242,118.05420740082245,114.06579259917773,-1
2005-07-18,122.5,122.35,56857200.0,123.46550000000005,122.87114285714283,0.62180954084923,124.39821431127389,122.53278568872621,1
2005-08-03,124.25,124.72,37199000.0,122.57050000000007,122.81085714285712,1.0397392131713794,124.13010881975714,121.010891180243,-1
2005-08-26,121.48,120.76,61962500.0,122.66250000000007,121.61828571428572,1.1787186396279332,124.43057795944196,120.89442204055817,1
2005-10-04,122.79,121.22,60784700.0,118.99400000000007,120.7542857142857,1.023098492883386,120.52864773932515,117.45935226067499,-1
2005-12-30,124.8,124.51,44646100.0,127.65800000000009,127.50828571428572,1.224304743556306,129.49445711533454,125.82154288466563,1
2006-01-13,128.57,128.68,44864900.0,127.19300000000003,127.82257142857141,0.9812510810396528,128.6648766215595,125.72112337844055,-1
2006-03-13,128.77,128.83,45181600.0,130.13650000000013,130.16628571428566,0.5912544646244956,131.02338169693687,129.2496183030634,1
2006-03-16,131.01,131.03,65526400.0,130.01100000000014,130.27657142857137,0.6571461423950054,130.99671921359266,129.02528078640762,-1
2006-04-17,128.81,128.61,64085600.0,131.04950000000008,129.48571428571424,1.0186393142154377,132.57745897132324,129.52154102867692,1
2006-06-05,128.82,127.12,86183000.0,125.08000000000008,125.32399999999996,1.3418800636021428,127.0928200954033,123.06717990459687,-1
2007-01-29,142.21,142.05,66556100.0,144.7765000000001,142.5551428571428,1.088742756262923,146.4096141343945,143.14338586560572,1
2007-02-26,145.88,145.17,71397562.0,140.49500000000006,141.86971428571422,1.9835361830109444,143.47030427451648,137.51969572548364,-1
2007-05-10,150.76,149.58,153792078.0,151.94300000000004,151.66885714285706,1.4021603631731845,154.04624054475983,149.83975945524026,1
2007-06-04,153.54,154.1,78059300.0,151.42550000000003,152.27257142857144,1.5885792228314064,153.80836883424715,149.0426311657529,-1
2007-06-26,150.2,148.29,198340334.0,152.59149999999997,149.99000000000004,1.9096383647314736,155.45595754709717,149.72704245290277,1
2007-08-08,148.41,149.83,274927482.0,145.74549999999994,147.47171428571423,2.2614421923440515,149.13766328851602,142.35333671148385,-1
2007-09-17,148.31,148.1,109853275.0,153.5335,153.15371428571427,2.07574026106905,156.64711039160358,150.41988960839643,1
2007-11-06,150.86,152.07,177759207.0,145.88999999999993,146.9882857142857,2.6555602045216493,149.8733403067824,141.90665969321745,-1
2007-11-27,141.74,142.57,293853295.0,147.84099999999995,145.62828571428565,2.2039603110020103,151.14694046650297,144.53505953349693,1
2008-01-14,141.15,141.28,170302500.0,135.16449999999995,135.36857142857136,2.6543499055103434,139.14602485826546,131.18297514173443,-1
2008-01-22,126.4,130.72,435872782.0,134.92799999999994,134.60514285714282,1.9464288486836114,137.84764327302537,132.0083567269745,1
2008-02-28,137.24,136.87,170831046.0,132.24399999999997,133.5622857142857,2.2698768804626597,135.64881532069396,128.839184679306,-1
2008-04-23,138.08,137.72,193309031.0,140.37999999999994,139.46085714285715,1.5755433481628747,142.74331502224425,138.01668497775563,1
2008-07-01,126.61,128.38,388621949.0,125.42599999999993,126.6491428571428,1.8070312960988437,128.1365469441482,122.71545305585167,-1
2008-08-04,126.04,124.99,188251720.0,128.47149999999993,126.40595142857146,1.3719608517623771,130.5294412776435,126.41355872235637,1
2008-11-10,95.21,92.49,298651777.0,86.18899999999994,87.18114285714294,4.146076014204515,92.40811402130672,79.96988597869316,-1
2008-12-04,86.06,85.3,444020677.0,88.74949999999997,87.83320000000008,2.0133958613527336,91.76959379202907,85.72940620797087,1
2009-01-13,86.73,87.11,356324815.0,84.29044999999992,81.1609142857144,1.7652868701661781,86.93838030524918,81.64251969475066,-1
2009-01-20,84.24,80.57,419664301.0,83.70544999999991,79.36262857142869,1.9564945417442865,86.64019181261634,80.77070818738349,1
2009-02-13,83.55,82.76,293817504.0,74.48964999999995,77.01694285714296,4.030099923963202,80.53479988594475,68.44450011405516,-1
2009-05-27,91.44,89.67,245992849.0,92.87744999999995,91.83825714285727,1.964764495675142,95.82459674351267,89.93030325648724,1
2009-06-12,94.4,95.08,184350978.0,90.84384999999993,92.89808571428583,1.9826992306582332,93.81789884598729,87.86980115401258,-1
2009-12-21,110.76,111.33,117939912.0,113.33449999999993,111.2845714285715,1.18292445361534,115.10888668042294,111.56011331957693,1
2010-01-21,113.92,111.7,344747028.0,108.76749999999996,110.34628571428577,1.6107594644856362,111.18363919672841,106.3513608032715,-1
2010-04-01,117.8,117.8,161083608.0,119.897,117.73177142857148,1.1674943930076935,121.64824158951154,118.14575841048847,1
2010-06-21,113.12,111.41,212852834.0,107.02449999999996,108.75971428571431,2.6818639923532075,111.04729598852977,103.00170401147015,-1
2010-07-21,109.04,107.07,264349757.0,110.70449999999998,109.4131428571429,1.8212906787885932,113.43643601818287,107.97256398181709,1
2010-08-10,112.03,112.38,242692534.0,108.07150000000001,110.17428571428577,1.9904780567829308,111.05721708517441,105.08578291482561,-1
2011-01-31,128.07,128.68,149095725.0,132.1205,131.36600000000013,1.4520456531278942,134.29856847969182,129.94243152030816,1
2011-03-03,132.4,133.47,175901528.0,130.50099999999995,131.31600000000012,1.917141237920266,133.37671185688035,127.62528814311955,-1
2011-04-19,130.76,131.31,124172780.0,134.49649999999988,133.45228571428575,1.3096414735706876,136.46096221035592,132.53203778964385,1
2011-06-02,131.96,131.73,200320487.0,128.65799999999993,130.4257142857143,1.3325187862114776,130.65677817931714,126.65922182068272,-1
2011-06-28,128.45,129.61,165190188.0,132.69049999999987,128.06942857142857,1.5927119374233087,135.07956790613483,130.30143209386492,1
2011-08-03,125.66,126.17,370546778.0,117.7779999999999,118.36142857142863,3.6460354820884,123.24705322313251,112.3089467768673,-1
2011-08-22,115.17,112.73,274705984.0,118.74149999999983,117.27485714285719,2.495883505592907,122.4853252583892,114.99767474161047,1
2011-08-31,122.46,122.22,301480767.0,118.12049999999984,117.93000000000006,2.6699782671726533,122.12546740075882,114.11553259924085,-1
2012-03-12,137.55,137.58,103873080.0,140.2089999999999,139.34657142857148,1.0367403368951489,141.76411050534261,138.65388949465716,1
2012-04-03,141.64,141.26,155717384.0,138.64099999999988,137.0131428571429,1.5071091183337164,140.90166367750047,136.3803363224993,-1
2012-04-10,137.95,135.9,235129361.0,138.36799999999988,136.19800000000004,1.4524121496527904,140.54661822447906,136.1893817755207,1
2012-05-11,135.17,135.61,152988103.0,131.84699999999992,132.50828571428573,1.9097370995227272,134.71160564928402,128.98239435071582,-1
2012-09-05,141.09,140.91,100482344.0,144.88949999999988,144.6965714285715,1.5896754881826987,147.27401323227394,142.50498676772582,1
2012-11-06,142.28,142.96,106563909.0,139.5934999999999,141.06714285714293,2.1586308403921475,142.8314462605881,136.35555373941168,-1
2013-05-07,162.13,162.6,89948203.0,164.94499999999988,163.78485714285722,1.4458452271618638,167.11376784074267,162.7762321592571,1
2013-05-21,167.08,167.17,95701008.0,164.4294999999999,163.11200000000008,1.535627678923065,166.7329415183845,162.1260584816153,-1
2013-07-17,168.16,167.95,91766311.0,169.30649999999991,167.59628571428578,0.7725710663036198,170.46535659945533,168.1476434005445,1
2013-08-14,169.53,168.74,79609123.0,165.88199999999992,167.64171428571436,1.7325569785912103,168.48083546788675,163.2831645321131,-1
2013-09-06,166.51,166.04,159700226.0,169.46899999999994,170.1731428571429,1.6333881479805665,171.9190822219708,167.01891777802908,1
2013-09-19,173.52,172.76,146510429.0,169.2134999999999,171.98057142857147,1.8147184064186688,171.9355776096279,166.4914223903719,-1
2014-08-22,199.34,199.19,76107359.0,200.26950000000022,198.44657142857145,0.6933858574087342,201.30957878611332,199.22942121388712,1
2014-09-24,198.04,199.56,107275635.0,193.18650000000022,196.0380000000001,4.214043282804838,199.5075649242075,186.86543507579296,-1
2014-12-16,198.58,197.91,259543848.0,204.56550000000018,203.8537142857144,3.194632793311606,209.35744918996758,199.7735508100328,1
2014-12-30,208.21,207.6,73540761.0,203.1675000000001,204.4162857142858,2.3736622270893704,206.72799334063416,199.60700665936605,-1
2015-02-10,205.88,206.81,96164183.0,209.76149999999998,208.85257142857145,1.9276554480022252,212.65298317200333,206.87001682799664,1
2015-03-02,210.78,211.99,87491428.0,208.2285,208.30285714285714,2.2895857473858063,211.6628786210787,204.7941213789213,-1
2015-05-07,207.92,208.87,88244940.0,211.6615,211.14714285714294,1.2840039145306268,213.58750587179594,209.73549412820404,1
2015-05-22,213.04,212.99,57433495.0,210.88050000000007,209.69400000000007,1.3456576360954144,212.8989864541432,208.86201354585694,-1
2015-07-10,207.29,207.48,129456890.0,210.13350000000008,207.3682857142858,1.6213908097037144,212.56558621455565,207.70141378544452,1
2015-08-20,206.51,204.01,194327884.0,196.17699999999996,195.4351428571429,3.8413705065124026,201.93905575976856,190.41494424023136,-1
2015-11-13,204.35,202.54,153577050.0,207.45199999999986,206.0439771428572,2.429354690122493,211.09603203518358,203.80796796481613,1
2016-01-12,193.82,193.6608,172330490.0,189.37307999999976,190.5877371428572,2.6827738546595845,193.39724078198913,185.3489192180104,-1
2016-04-11,205.25,204.0201,83757486.0,207.56983999999989,207.19219428571435,1.788722374769013,210.2529235621534,204.88675643784637,1
2016-04-27,208.47,209.35,77329437.0,206.22137499999985,207.8964771428572,1.401633051225328,208.32382457683784,204.11892542316187,-1
2016-08-04,216.31,216.4097,46585528.0,218.1235249999999,217.1217514285715,0.6393113982915084,219.08249209743715,217.16455790256262,1
2016-09-08,218.62,218.51,74102880.0,215.12499999999983,214.67942857142862,1.5213204098335542,217.40698061475015,212.8430193852495,-1
2016-09-14,213.29,213.15,134185491.0,215.07749999999982,214.33400000000006,1.2221588965120052,216.91073834476782,213.2442616552318,1
2016-10-10,216.155,216.16,51855023.0,212.83999999999986,215.06969142857147,1.9543339153099575,215.7715008729648,209.90849912703493,-1
2016-12-06,221.22,221.7,59877377.0,225.4429999999999,226.12485714285722,1.3229237953636028,227.4273856930453,223.4586143069545,1
2016-12-13,227.02,227.76,110477485.0,225.9139999999999,226.5600000000001,1.0531076817650593,227.4936615226475,224.3343384773523,-1
2017-02-17,233.95,235.09,77204104.0,237.30399999999977,236.32828571428593,1.0873308700608302,238.93499630509103,235.67300369490852,1
2017-03-20,237.03,236.77,52536979.0,234.84599999999972,235.9717142857145,1.0158449943583594,236.36976749153726,233.32223250846218,-1
2017-05-31,241.84,241.44,91796016.0,243.33949999999982,243.36571428571432,0.8684255262711352,244.64213828940652,242.03686171059312,1
2017-06-13,243.98,244.55,60066953.0,242.7624999999999,244.322,1.07936080009598,244.3815412001439,241.14345879985592,-1
2018-01-05,272.51,273.42,83523995.0,279.5289999999999,274.9134285714286,4.000009078934787,285.5290136184021,273.5289863815977,1
2018-02-01,281.07,281.58,90102470.0,270.1099999999998,271.3537142857143,5.633290148280209,278.5599352224201,261.66006477757946,-1
2018-02-13,263.97,266.0,81223640.0,272.7554999999998,269.8197142857143,3.497521641327636,278.00178246199124,267.5092175380084,1
2018-03-21,270.9,270.43,78709578.0,263.8449999999999,264.66057142857136,3.8880335985079135,269.6770503977618,258.01294960223805,-1
2018-09-10,288.74,288.1,50191113.0,290.5174999999998,284.2639999999999,1.3952056064268785,292.61030840964014,288.4246915903595,1
2018-12-13,266.52,265.37,96662717.0,251.77149999999983,257.310857142857,7.361491035322502,262.8137365529836,240.72926344701608,-1
2019-04-09,287.72,287.31,66142316.0,291.00349999999986,288.1328571428572,2.140263817971786,294.21389572695756,287.79310427304216,1
2019-05-06,289.25,292.82,107198069.0,283.70999999999975,286.102,4.632392811267526,290.658589216901,276.7614107830985,-1
2019-07-02,295.61,296.43,61504544.0,299.2014999999998,295.26257142857133,1.6693877699065383,301.7055816548596,296.69741834513997,1
2019-08-01,297.6,294.84,142646576.0,289.30749999999983,292.96922,3.399101855056024,294.4061527825839,284.2088472174158,-1
2019-09-04,293.14,293.97,46813644.0,298.2189999999999,296.83114285714294,2.4046115782189523,301.8259173673283,294.61208263267145,1
2019-09-19,301.53,301.08,77933334.0,295.09649999999976,298.33285714285716,3.5327792473524355,300.3956688710284,289.7973311289711,-1
2020-01-07,323.02,322.73,40461249.0,327.43649999999974,329.1960000000001,3.086626970115703,332.0664404551733,322.8065595448262,1
2020-03-11,280.7,274.36,254604444.0,250.8409999999998,263.82200000000006,13.177923284996156,270.60788492749407,231.07411507250558,-1
2020-05-26,301.93,299.08,88604807.0,309.8465,,6.800264139606724,320.0468962094101,299.6461037905899,1
