Date,Bull-Bear Spread,Close,SMA Signal,SMA1,SMA40,Sell Signals,Buy/Sell SMA,Buy Signals
11/6/1987,0.25,250.41,0,250.41,,0,0,0
11/13/1987,0.03,245.64,0,245.64,,0,0,0
11/20/1987,0.2,242,0,242,,0,0,0
11/27/1987,0,240.34,0,240.34,,0,0,0
12/4/1987,-0.17,223.92,0,223.92,,0,0,0
12/11/1987,-0.09,235.32,0,235.32,,0,0,0
12/18/1987,0.06,249.16,0,249.16,,0,0,0
12/24/1987,0.08,252.02,0,252.02,,0,0,0
12/31/1987,-0.01,247.08,0,247.08,,0,0,0
1/8/1988,0.14,243.4,0,243.4,,0,0,0
1/15/1988,0.08,252.05,0,252.05,,0,0,0
1/22/1988,-0.1,246.5,0,246.5,,0,0,0
1/29/1988,-0.03,257.07,0,257.07,,0,0,0
2/5/1988,0.17,250.96,0,250.96,,0,0,0
2/12/1988,0.1,257.63,0,257.63,,0,0,0
2/19/1988,0.03,261.61,0,261.61,,0,0,0
2/26/1988,0.11,262.46,0,262.46,,0,0,0
3/4/1988,0.16,267.3,0,267.3,,0,0,0
3/11/1988,0.26,264.94,0,264.94,,0,0,0
3/18/1988,0.31,271.12,0,271.12,,0,0,0
3/25/1988,0.28,258.51,0,258.51,,0,0,0
4/1/1988,0.15,258.89,0,258.89,,0,0,0
4/8/1988,0.14,269.43,0,269.43,,0,0,0
4/15/1988,-0.01,259.77,0,259.77,,0,0,0
4/22/1988,0.03,260.14,0,260.14,,0,0,0
4/29/1988,-0.08,261.33,0,261.33,,0,0,0
5/6/1988,0.18,257.48,0,257.48,,0,0,0
5/13/1988,-0.06,256.78,0,256.78,,0,0,0
5/20/1988,-0.02,253.02,0,253.02,,0,0,0
5/27/1988,0.08,253.42,0,253.42,,0,0,0
6/3/1988,0.14,266.45,0,266.45,,0,0,0
6/10/1988,0.05,271.26,0,271.26,,0,0,0
6/17/1988,0.08,270.68,0,270.68,,0,0,0
6/24/1988,0.1,273.78,0,273.78,,0,0,0
7/1/1988,0.28,271.78,0,271.78,,0,0,0
7/8/1988,0.2,270.02,0,270.02,,0,0,0
7/15/1988,-0.11,272.05,0,272.05,,0,0,0
7/22/1988,-0.1,263.5,0,263.5,,0,0,0
7/29/1988,0,272.02,0,272.02,,0,0,0
8/5/1988,-0.09,271.15,0,271.15,257.80975,0,0,0
8/12/1988,0,262.55,0,262.55,258.11325,0,0,0
8/19/1988,-0.09,260.24,0,260.24,258.47825,0,0,0
8/26/1988,-0.04,259.68,0,259.68,258.92025,0,0,0
9/2/1988,-0.21,264.48,0,264.48,259.52375,0,0,0
9/9/1988,-0.14,266.84,0,266.84,260.59675,0,0,0
9/16/1988,-0.06,270.65,0,270.65,261.48,0,0,0
9/23/1988,-0.07,269.76,0,269.76,261.995,0,0,0
9/30/1988,-0.04,271.91,0,271.91,262.49225,0,0,0
10/7/1988,-0.25,278.07,0,278.07,263.267,0,1,1
10/14/1988,-0.1,275.5,0,275.5,264.0695,0,0,0
10/21/1988,0.03,283.66,0,283.66,264.85975,0,0,0
10/28/1988,0.18,278.53,0,278.53,265.6605,0,0,0
11/4/1988,0.16,276.31,0,276.31,266.1415,0,0,0
11/11/1988,0.02,267.92,0,267.92,266.5655,0,0,0
11/18/1988,-0.06,266.47,0,266.47,266.7865,0,0,0
11/25/1988,-0.22,267.23,0,267.23,266.927,0,0,0
12/2/1988,-0.15,271.81,0,271.81,267.16075,0,0,0
12/9/1988,-0.22,277.03,0,277.03,267.404,0,0,0
12/16/1988,0.02,276.29,0,276.29,267.68775,0,0,0
12/23/1988,-0.1,277.87,0,277.87,267.8565,0,0,0
12/30/1988,0.02,277.72,0,277.72,268.33675,0,0,0
1/6/1989,0.03,280.67,0,280.67,268.88125,0,0,0
1/13/1989,0.16,283.87,0,283.87,269.24225,0,0,0
1/20/1989,0.19,286.63,0,286.63,269.91375,0,0,0
1/27/1989,0.13,293.82,0,293.82,270.75575,0,0,0
2/3/1989,0.1,296.97,0,296.97,271.64675,0,0,0
2/10/1989,0.17,292.02,0,292.02,272.51025,0,0,0
2/17/1989,0.25,296.76,0,296.76,273.50975,0,0,0
2/24/1989,0.03,287.13,0,287.13,274.3625,0,0,0
3/3/1989,-0.07,291.18,0,291.18,275.3065,0,0,0
3/10/1989,-0.22,292.88,0,292.88,275.96725,0,0,0
3/17/1989,-0.01,292.69,0,292.69,276.503,0,0,0
3/23/1989,-0.01,288.98,0,288.98,276.9605,0,0,0
3/31/1989,-0.22,294.87,0,294.87,277.48775,0,0,0
4/7/1989,-0.09,297.16,0,297.16,278.12225,0,0,0
4/14/1989,-0.08,301.36,0,301.36,278.90575,0,0,0
4/21/1989,-0.07,309.61,0,309.61,279.84475,0,0,0
4/28/1989,0.02,309.64,0,309.64,280.99825,0,0,0
5/5/1989,0,307.61,0,307.61,281.888,0,0,0
5/12/1989,0.19,313.84,0,313.84,282.95525,0,0,0
5/19/1989,0.24,321.24,0,321.24,284.4225,0,0,0
5/26/1989,0.27,321.59,0,321.59,285.95625,0,0,0
6/2/1989,0.11,325.52,0,325.52,287.60225,0,0,0
6/9/1989,0.2,326.69,0,326.69,289.1575,0,0,0
6/16/1989,0.01,321.35,0,321.35,290.52025,0,0,0
6/23/1989,-0.12,328,0,328,291.954,0,0,0
6/30/1989,0.14,317.98,0,317.98,293.1595,0,0,0
7/7/1989,0.06,324.91,0,324.91,294.4845,0,0,0
7/14/1989,-0.26,331.84,0,331.84,295.82875,0,0,1
7/21/1989,0.03,335.9,0,335.9,297.33875,0,0,0
7/28/1989,0.07,342.15,0,342.15,298.801,0,0,0
8/4/1989,0,343.92,0,343.92,300.43575,0,0,0
8/11/1989,0.27,344.74,0,344.74,302.1465,0,0,0
8/18/1989,-0.02,346.03,0,346.03,304.09925,0,0,0
8/25/1989,0.14,350.52,0,350.52,306.2005,0,0,0
9/1/1989,-0.02,353.73,0,353.73,308.363,0,0,0
9/8/1989,-0.1,348.76,0,348.76,310.28675,0,0,0
9/15/1989,0.06,345.06,0,345.06,311.9875,0,0,0
9/22/1989,-0.15,347.05,0,347.05,313.7565,0,0,0
9/29/1989,0.04,349.15,0,349.15,315.5385,0,0,0
10/6/1989,-0.09,358.78,0,358.78,317.565,0,0,0
10/13/1989,0.08,333.65,0,333.65,318.8895,0,0,0
10/20/1989,0.06,347.16,0,347.16,320.47175,0,0,0
10/27/1989,0.05,335.06,0,335.06,321.6825,0,0,0
11/3/1989,0.05,337.62,0,337.62,322.7775,0,0,0
11/10/1989,-0.09,339.1,0,339.1,323.83075,0,0,0
11/17/1989,-0.24,341.61,0,341.61,325.0705,0,0,0
11/22/1989,-0.06,343.97,0,343.97,326.25075,0,0,0
12/1/1989,-0.04,350.63,0,350.63,327.83825,0,0,0
12/8/1989,0.03,348.69,0,348.69,329.276,0,0,0
12/15/1989,0.14,350.14,0,350.14,330.7075,0,0,0
12/22/1989,0.04,347.42,0,347.42,332.07575,0,0,0
12/29/1989,0.01,353.4,0,353.4,333.68625,0,0,0
1/5/1990,0.1,352.2,0,352.2,335.1195,0,0,0
1/12/1990,0.28,339.93,0,339.93,336.18875,0,0,0
1/19/1990,0.11,339.15,0,339.15,337.1335,0,0,0
1/26/1990,-0.14,325.8,0,325.8,337.53825,0,0,0
2/2/1990,-0.33,330.92,0,330.92,338.07025,0,0,1
2/9/1990,-0.32,333.62,0,333.62,338.7205,0,0,1
2/16/1990,-0.11,332.72,0,332.72,339.1925,0,0,0
2/23/1990,-0.14,324.15,0,324.15,339.26525,0,0,0
3/2/1990,-0.21,335.54,0,335.54,339.614,0,0,0
3/9/1990,-0.14,337.93,0,337.93,339.92425,0,0,0
3/16/1990,-0.15,341.91,0,341.91,340.30475,0,0,0
3/23/1990,0.13,337.22,0,337.22,340.7015,0,0,0
3/30/1990,0.03,339.94,0,339.94,341,0,0,0
4/6/1990,0.13,340.08,0,340.08,341.5525,0,0,0
4/12/1990,0.1,344.34,0,344.34,342.03825,0,0,0
4/20/1990,0.11,335.12,0,335.12,342.12025,0,0,0
4/27/1990,-0.09,329.11,0,329.11,341.9505,0,0,0
5/4/1990,-0.25,338.39,0,338.39,341.8565,0,0,1
5/11/1990,-0.06,352,0,352,342.0585,0,0,0
5/18/1990,0.09,354.64,0,354.64,342.306,0,0,0
5/25/1990,0.1,354.58,0,354.58,342.51975,0,0,0
6/1/1990,0.02,363.16,0,363.16,342.83575,0,0,0
6/8/1990,0.05,358.71,0,358.71,342.96025,0,0,0
6/15/1990,0.18,362.91,0,362.91,343.314,0,0,0
6/22/1990,0,355.43,0,355.43,343.57325,0,0,0
6/29/1990,-0.07,358.02,0,358.02,343.8475,0,0,0
7/6/1990,-0.1,358.42,0,358.42,344.07925,0,0,0
7/13/1990,0.1,367.31,0,367.31,344.2925,0,0,0
7/20/1990,0.1,361.61,0,361.61,344.9915,0,0,0
7/27/1990,0.28,353.44,0,353.44,345.1485,0,0,0
8/3/1990,-0.2,344.86,0,344.86,345.3935,0,0,0
8/10/1990,-0.29,335.52,0,335.52,345.341,0,0,1
8/17/1990,-0.41,327.83,0,327.83,345.05925,0,0,1
8/24/1990,-0.26,311.51,0,311.51,344.30675,0,0,1
8/31/1990,-0.38,322.56,0,322.56,343.7715,0,0,1
9/7/1990,-0.16,323.4,0,323.4,343.09075,0,0,0
9/14/1990,-0.35,316.83,0,316.83,342.29425,0,0,1
9/21/1990,-0.43,311.32,0,311.32,341.32375,0,0,1
9/28/1990,-0.28,306.05,0,306.05,340.2895,0,0,1
10/5/1990,-0.44,311.5,0,311.5,339.242,0,0,1
10/12/1990,-0.31,300.03,0,300.03,337.93775,0,0,1
10/19/1990,-0.54,312.48,0,312.48,337.2515,0,0,1
10/26/1990,-0.35,304.71,0,304.71,336.3905,0,0,1
11/2/1990,-0.24,311.85,0,311.85,336.04175,0,0,0
11/9/1990,-0.28,313.74,0,313.74,335.61225,0,0,1
11/16/1990,-0.43,317.12,0,317.12,335.19975,0,0,1
11/21/1990,-0.31,316.03,0,316.03,334.7825,0,0,1
11/30/1990,-0.23,322.22,0,322.22,334.73425,0,0,0
12/7/1990,-0.15,327.75,0,327.75,334.5395,0,0,0
12/14/1990,-0.07,326.82,0,326.82,334.26175,0,0,0
12/21/1990,-0.34,331.75,0,331.75,334.00775,0,0,1
12/28/1990,-0.1,328.72,0,328.72,333.79525,0,0,0
1/4/1991,0.01,321,0,321,333.32175,0,0,0
1/11/1991,-0.26,315.23,0,315.23,332.7005,0,0,1
1/18/1991,-0.29,332.23,0,332.23,332.39775,0,0,1
1/25/1991,-0.25,336.07,0,336.07,332.4215,0,0,1
2/1/1991,-0.13,343.05,0,343.05,332.77,0,0,0
2/8/1991,0,359.35,0,359.35,333.294,0,0,0
2/15/1991,0.22,369.06,0,369.06,333.7205,0,0,0
2/22/1991,0.34,365.65,0,365.65,333.99575,0,0,0
3/1/1991,0.18,370.42,0,370.42,334.39175,0,0,0
3/8/1991,0.21,374.95,0,374.95,334.6865,0,0,0
3/15/1991,0.32,373.59,0,373.59,335.0585,0,0,0
3/22/1991,0.15,367.48,0,367.48,335.17275,0,0,0
3/29/1991,0.22,375.22,0,375.22,335.6675,0,0,0
4/5/1991,0.38,375.36,0,375.36,336.101,0,0,0
4/12/1991,0.18,380.4,0,380.4,336.6505,0,0,0
4/19/1991,0.17,384.2,0,384.2,337.07275,0,0,0
4/26/1991,0.38,379.02,0,379.02,337.508,0,0,0
5/3/1991,0.11,380.8,0,380.8,338.192,0,0,0
5/10/1991,0.1,375.74,0,375.74,338.964,0,0,0
5/17/1991,0.16,372.39,0,372.39,339.88575,0,0,0
5/24/1991,0.15,377.49,0,377.49,341.12725,0,0,0
5/31/1991,0.19,389.83,0,389.83,343.08525,0,0,0
6/7/1991,0.29,379.43,0,379.43,344.507,0,0,0
6/14/1991,0.25,382.29,0,382.29,345.97925,0,0,0
6/21/1991,0.28,377.75,0,377.75,347.50225,0,0,0
6/28/1991,-0.07,371.16,0,371.16,348.99825,0,0,0
7/3/1991,-0.05,374.08,0,374.08,350.699,0,0,0
7/12/1991,0.21,380.25,0,380.25,352.41775,0,0,0
7/19/1991,0.05,384.22,0,384.22,354.5225,0,0,0
7/26/1991,0.12,380.93,0,380.93,356.23375,0,0,0
8/2/1991,0.02,387.18,0,387.18,358.2955,0,0,0
8/9/1991,-0.03,387.12,0,387.12,360.17725,0,0,0
8/16/1991,0.07,385.58,0,385.58,361.97325,0,0,0
8/23/1991,0,394.17,0,394.17,363.8995,0,0,0
8/30/1991,0.22,395.43,0,395.43,365.8845,0,0,0
9/6/1991,0.03,389.1,0,389.1,367.5565,0,0,0
9/13/1991,0.25,383.59,0,383.59,368.9525,0,0,0
9/20/1991,0.12,387.92,0,387.92,370.48,0,0,0
9/27/1991,0,385.9,0,385.9,371.83375,0,0,0
10/4/1991,0,381.24,0,381.24,373.14675,0,0,0
10/11/1991,0.15,381.45,0,381.45,374.658,0,0,0
10/18/1991,-0.09,392.5,0,392.5,376.58975,0,0,0
10/25/1991,-0.02,384.2,0,384.2,377.889,0,0,0
11/1/1991,0.16,391.32,0,391.32,379.27025,0,0,0
11/8/1991,0,392.89,0,392.89,380.51625,0,0,0
11/15/1991,0.09,382.62,0,382.62,381.098,0,0,0
11/22/1991,0.28,376.14,0,376.14,381.275,0,0,0
11/27/1991,-0.07,376.55,0,376.55,381.5475,0,0,0
12/6/1991,-0.22,379.1,0,379.1,381.7645,0,0,0
12/13/1991,0.02,384.47,0,384.47,382.0025,0,0,0
12/20/1991,0.02,387.04,0,387.04,382.33875,0,0,0
12/27/1991,0.07,406.46,0,406.46,383.31325,0,0,0
1/3/1992,0.18,419.34,0,419.34,384.41625,0,0,0
1/10/1992,0.23,415.1,0,415.1,385.40975,0,0,0
1/17/1992,0.23,418.86,0,418.86,386.37125,0,0,0
1/24/1992,0.17,415.48,0,415.48,387.15325,0,0,0
1/31/1992,0.2,408.79,0,408.79,387.8975,0,0,0
2/7/1992,0.11,411.09,0,411.09,388.65475,0,0,0
2/14/1992,0.2,412.48,0,412.48,389.57325,0,0,0
2/21/1992,0.19,411.46,0,411.46,390.55,0,0,0
2/28/1992,0.22,412.7,0,412.7,391.43025,0,0,0
3/6/1992,0.19,404.44,0,404.44,391.7955,0,0,0
3/13/1992,0.11,405.84,0,405.84,392.45575,0,0,0
3/20/1992,0.25,411.3,0,411.3,393.181,0,0,0
3/27/1992,0.21,403.5,0,403.5,393.82475,0,0,0
4/3/1992,0.12,401.55,0,401.55,394.5845,0,0,0
4/10/1992,0.13,404.29,0,404.29,395.33975,0,0,0
4/17/1992,0.12,416.05,0,416.05,396.23475,0,0,0
4/24/1992,0.38,409.02,0,409.02,396.85475,0,0,0
5/1/1992,-0.06,412.53,0,412.53,397.64475,0,0,0
5/8/1992,0.17,416.05,0,416.05,398.3665,0,0,0
5/15/1992,0.17,410.09,0,410.09,398.94075,0,0,0
5/22/1992,0.2,414.02,0,414.02,399.65175,0,0,0
5/29/1992,0.25,415.35,0,415.35,400.18125,0,0,0
6/5/1992,0.22,413.48,0,413.48,400.6325,0,0,0
6/12/1992,0.08,409.76,0,409.76,401.149,0,0,0
6/19/1992,0.07,403.67,0,403.67,401.651,0,0,0
6/26/1992,0.12,403.45,0,403.45,402.03925,0,0,0
7/2/1992,-0.14,411.77,0,411.77,402.686,0,0,0
7/9/1992,-0.12,414.62,0,414.62,403.5205,0,0,0
7/17/1992,-0.02,415.62,0,415.62,404.37475,0,0,0
7/24/1992,0.08,411.6,0,411.6,404.85225,0,0,0
7/31/1992,-0.09,424.21,0,424.21,405.8525,0,0,0
8/5/1992,-0.05,422.19,0,422.19,406.62425,0,0,0
8/14/1992,-0.11,419.91,0,419.91,407.29975,0,0,0
8/21/1992,-0.22,414.85,0,414.85,408.1055,0,0,0
8/28/1992,-0.03,414.84,0,414.84,409.073,0,0,0
9/4/1992,-0.28,417.08,0,417.08,410.08625,0,0,1
9/11/1992,-0.17,419.58,0,419.58,411.09825,0,0,0
9/18/1992,-0.16,422.93,0,422.93,412.05975,0,0,0
9/25/1992,-0.16,414.35,0,414.35,412.7425,0,0,0
10/2/1992,-0.05,410.47,0,410.47,412.84275,0,0,0
10/9/1992,-0.23,402.66,0,402.66,412.42575,0,0,0
10/16/1992,-0.36,411.73,0,411.73,412.3415,0,0,1
10/23/1992,-0.26,414.1,0,414.1,412.2225,0,0,1
10/30/1992,0.05,418.68,0,418.68,412.3025,0,0,0
11/6/1992,0.25,417.58,0,417.58,412.52225,0,0,0
11/13/1992,0.18,422.43,0,422.43,412.80575,0,0,0
11/20/1992,0.34,426.65,0,426.65,413.16,0,0,0
11/25/1992,0.23,429.19,0,429.19,413.60325,0,0,0
12/4/1992,0.13,432.06,0,432.06,414.08725,0,0,0
12/11/1992,0.28,433.73,0,433.73,414.8195,0,0,0
12/18/1992,0.53,441.28,0,441.28,415.7055,-1,-1,0
12/24/1992,0.4,439.77,0,439.77,416.41725,0,0,0
1/1/1993,0.47,435.71,0,435.71,417.2225,-1,,0
1/8/1993,-0.11,429.05,0,429.05,417.91,0,0,0
1/15/1993,0.4,437.15,0,437.15,418.7315,0,0,0
1/22/1993,0.2,436.11,0,436.11,419.233,0,0,0
1/29/1993,0.17,438.78,0,438.78,419.977,0,0,0
2/5/1993,0.22,448.93,0,448.93,420.887,0,0,0
2/12/1993,0.25,444.58,0,444.58,421.60025,0,0,0
2/19/1993,0.19,434.22,0,434.22,422.2035,0,0,0
2/26/1993,0,443.38,0,443.38,422.9375,0,0,0
3/5/1993,-0.1,446.11,0,446.11,423.7065,0,0,0
3/12/1993,0.23,449.83,0,449.83,424.61525,0,0,0
3/19/1993,0.14,450.18,0,450.18,425.62575,0,0,0
3/26/1993,0.2,447.78,0,447.78,426.7285,0,0,0
4/2/1993,0.1,441.39,0,441.39,427.677,0,0,0
4/9/1993,0.03,441.84,0,441.84,428.42875,0,0,0
4/16/1993,-0.03,448.94,0,448.94,429.28675,0,0,0
4/23/1993,-0.02,437.17,0,437.17,429.8255,0,0,0
4/30/1993,-0.19,440.19,0,440.19,430.54025,0,0,0
5/7/1993,-0.13,442.31,0,442.31,430.99275,0,0,0
5/14/1993,-0.19,439.56,0,439.56,431.427,0,0,0
5/21/1993,-0.24,445.84,0,445.84,432.07525,0,0,0
5/28/1993,-0.15,450.19,0,450.19,432.95875,0,0,0
6/4/1993,0.05,450.06,0,450.06,433.83925,0,0,0
6/11/1993,-0.18,447.26,0,447.26,434.59375,0,0,0
6/18/1993,-0.21,443.68,0,443.68,435.19625,0,0,0
6/25/1993,-0.06,447.6,0,447.6,435.813,0,0,0
7/2/1993,-0.2,445.84,0,445.84,436.60025,0,0,0
7/9/1993,-0.13,448.13,0,448.13,437.54175,0,0,0
7/16/1993,-0.12,445.75,0,445.75,438.619,0,0,0
7/23/1993,-0.09,447.1,0,447.1,439.50325,0,0,0
7/30/1993,-0.05,448.13,0,448.13,440.354,0,0,0
8/6/1993,-0.06,448.68,0,448.68,441.104,0,0,0
8/13/1993,-0.09,450.14,0,450.14,441.918,0,0,0
8/20/1993,-0.01,456.16,0,456.16,442.76125,0,0,0
8/27/1993,-0.11,460.54,0,460.54,443.6085,0,0,0
9/3/1993,0.09,461.34,0,461.34,444.41225,0,0,0
9/10/1993,-0.1,461.72,0,461.72,445.15375,0,0,0
9/17/1993,-0.02,458.83,0,458.83,445.78125,0,0,0
9/24/1993,-0.04,457.63,0,457.63,446.19,0,0,0
10/1/1993,-0.14,461.29,0,461.29,446.728,0,0,0
10/8/1993,-0.05,460.31,0,460.31,447.343,0,0,0
10/15/1993,0,469.5,0,469.5,448.35425,0,0,0
10/22/1993,0.14,463.27,0,463.27,449.00725,0,0,0
10/29/1993,0.19,467.83,0,467.83,449.80025,0,0,0
11/4/1993,0,459.57,0,459.57,450.32,0,0,0
11/11/1993,0,465.39,0,465.39,450.7315,0,0,0
11/18/1993,-0.01,462.6,0,462.6,451.182,0,0,0
11/24/1993,0.2,462.36,0,462.36,451.8855,0,0,0
12/2/1993,-0.02,464.89,0,464.89,452.42325,0,0,0
12/9/1993,0.13,463.93,0,463.93,452.86875,0,0,0
12/16/1993,0.04,466.38,0,466.38,453.2825,0,0,0
12/23/1993,0.03,467.38,0,467.38,453.7125,0,0,0
12/30/1993,0.16,466.45,0,466.45,454.17925,0,0,0
1/6/1994,0.13,469.9,0,469.9,454.892,0,0,0
1/13/1994,0.07,474.91,0,474.91,455.71875,0,0,0
1/20/1994,0.22,474.72,0,474.72,456.36325,0,0,0
1/27/1994,0.07,478.7,0,478.7,457.4015,0,0,0
2/3/1994,0.05,469.81,0,469.81,458.142,0,0,0
2/10/1994,0.25,470.18,0,470.18,458.83875,0,0,0
2/17/1994,0.16,467.69,0,467.69,459.542,0,0,0
2/24/1994,0.12,466.07,0,466.07,460.04775,0,0,0
3/3/1994,0.04,464.74,0,464.74,460.4115,0,0,0
3/10/1994,-0.08,466.44,0,466.44,460.821,0,0,0
3/17/1994,-0.11,471.06,0,471.06,461.416,0,0,0
3/24/1994,-0.05,460.58,0,460.58,461.8385,0,0,0
3/31/1994,-0.21,445.77,0,445.77,461.79275,0,0,0
4/7/1994,-0.13,447.1,0,447.1,461.82425,0,0,0
4/14/1994,-0.19,446.18,0,446.18,461.7755,0,0,0
4/21/1994,-0.07,447.63,0,447.63,461.8225,0,0,0
4/28/1994,-0.11,450.91,0,450.91,461.91775,0,0,0
5/5/1994,-0.04,447.82,0,447.82,461.91,0,0,0
5/12/1994,0.08,444.14,0,444.14,461.7965,0,0,0
5/19/1994,-0.2,454.92,0,454.92,461.916,0,0,0
5/26/1994,-0.09,457.33,0,457.33,461.94525,0,0,0
6/2/1994,0.14,460.13,0,460.13,461.935,0,0,0
6/9/1994,0.03,458.67,0,458.67,461.86825,0,0,0
6/16/1994,0.06,458.45,0,458.45,461.7865,0,0,0
6/23/1994,0.03,442.8,0,442.8,461.38575,0,0,0
6/30/1994,0.01,446.2,0,446.2,461.1,0,0,0
7/7/1994,-0.12,449.55,0,449.55,460.8065,0,0,0
7/14/1994,-0.1,454.16,0,454.16,460.65275,0,0,0
7/21/1994,0.06,453.11,0,453.11,460.243,0,0,0
7/28/1994,-0.04,458.26,0,458.26,460.11775,0,0,0
8/4/1994,-0.04,457.09,0,457.09,459.84925,0,0,0
8/11/1994,0.05,461.94,0,461.94,459.9085,0,0,0
8/18/1994,0,463.68,0,463.68,459.86575,0,0,0
8/25/1994,0.03,473.8,0,473.8,460.14575,0,0,0
9/1/1994,0.2,470.99,0,470.99,460.3615,0,0,0
9/8/1994,0.27,468.18,0,468.18,460.44375,0,0,0
